Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
574136,0,520131,21604146,1,,,,,,
593340,0,574136,23415035,1,,,,,,
574136,1,476876,23415035,1,4,1,-1.6001,-161.631,-26.6349,-11.824
470271,1,574136,14729317,1,3,4,-25.0659,-111.565,-1.6001,-161.631
574136,0,545997,14729317,1,,,,,,
530108,0,574136,6839895,1,,,,,,
574136,1,573798,6839895,1,4,2,-1.6001,-161.631,-23.695,87.9145
513991,1,574136,24666214,1,4,4,-4.96252,-157.23,-1.6001,-161.631
613427,1,574136,12468658,1,3,4,-25.6149,-111.219,-1.6001,-161.631
601999,1,574136,11635946,1,3,4,-25.4707,-110.493,-1.6001,-161.631
467449,1,574136,11635946,1,2,4,-22.959,90.2035,-1.6001,-161.631
500337,1,574136,3728194,1,2,4,-19.2638,88.5305,-1.6001,-161.631
574136,1,594957,3728194,1,4,0,-1.6001,-161.631,34.9444,-41.8066
566538,1,574136,16025392,1,0,4,34.2512,-42.3777,-1.6001,-161.631
574136,0,571553,16025392,1,,,,,,
543306,1,574136,14869083,1,5,4,20.0924,156.663,-1.6001,-161.631
574136,3,471142,14869083,56,,,,,,
574136,1,641920,14869083,1,4,4,-1.6001,-161.631,-2.9917,-164.271
485204,1,574136,20540652,1,2,4,-23.8558,89.4801,-1.6001,-161.631
574136,1,550940,20540652,1,4,3,-1.6001,-161.631,-25.0012,-110.395
619713,0,574136,25148749,1,,,,,,
574136,1,561417,25148749,1,4,1,-1.6001,-161.631,-27.7169,-15.2353
574136,0,513854,28004575,1,,,,,,
487889,1,574136,2111919,1,0,4,30.1307,-35.6457,-1.6001,-161.631
642776,1,574136,15530586,1,4,4,9.45344,-163.111,-1.6001,-161.631
574136,1,622651,15530586,1,4,4,-1.6001,-161.631,5.5917,-163.824
542356,1,574136,16618535,1,0,4,34.9187,-41.5807,-1.6001,-161.631
574136,1,561366,16618535,1,4,2,-1.6001,-161.631,-20.1098,91.2114
497602,1,574136,2350459,1,3,4,-24.5287,-110.722,-1.6001,-161.631
574136,1,516841,2350459,1,4,5,-1.6001,-161.631,19.7846,154.797
525034,1,574136,15828537,1,4,4,-5.07772,-168.054,-1.6001,-161.631
574136,1,463794,15828537,1,4,2,-1.6001,-161.631,-21.6824,89.1538
612928,1,574136,25335385,1,2,4,-22.4207,94.0868,-1.6001,-161.631
574136,1,457058,25335385,1,4,2,-1.6001,-161.631,-20.0432,91.2884
574136,2,516389,25335385,346,,,,,,
569415,0,574136,26411330,1,,,,,,
642243,0,574136,2506499,1,,,,,,
574136,1,623026,2506499,1,4,4,-1.6001,-161.631,2.19298,-160.174
531222,1,574136,15066047,1,1,4,-25.2938,-11.3133,-1.6001,-161.631
574136,3,606218,15066047,191,,,,,,
600653,1,574136,28689153,1,4,4,0.141748,-166.935,-1.6001,-161.631
574136,1,636721,28689153,1,4,1,-1.6001,-161.631,-29.6764,-11.6307
552657,0,574136,14696645,1,,,,,,
574136,3,552748,14696645,2475,,,,,,
574136,1,496460,14696645,1,4,4,-1.6001,-161.631,3.57966,-172.657
574136,2,593195,14696645,2,,,,,,
536600,0,574136,7291921,1,,,,,,
536600,0,574136,30330912,1,,,,,,
609563,0,574136,13936334,1,,,,,,
574136,0,493695,13936334,1,,,,,,
490658,1,574136,21094222,1,0,4,42.7476,-44.2362,-1.6001,-161.631
574136,1,578401,21094222,1,4,0,-1.6001,-161.631,30.0876,-39.6556
574136,2,593195,21094222,595,,,,,,
562175,1,574136,22833159,1,5,4,22.3401,155.911,-1.6001,-161.631
547529,1,574136,22243484,1,5,4,19.273,154.451,-1.6001,-161.631
633463,0,574136,22756240,1,,,,,,
574136,3,552748,22756240,49,,,,,,
574136,1,518065,22756240,1,4,2,-1.6001,-161.631,-24.0688,91.9896
564907,0,574136,4068016,1,,,,,,
574136,1,557368,4068016,1,4,4,-1.6001,-161.631,-3.48492,-158.937
486926,1,574136,25354120,1,5,4,23.0847,157.174,-1.6001,-161.631
653992,1,574136,13861765,1,2,4,-23.6033,92.6656,-1.6001,-161.631
574136,3,585273,13861765,177,,,,,,
572070,0,574136,7393039,1,,,,,,
574136,1,565800,7393039,1,4,4,-1.6001,-161.631,5.99784,-168.793
574136,2,593195,7393039,2333,,,,,,
587407,1,574136,20252446,1,4,4,-5.39693,-165.474,-1.6001,-161.631
574136,0,506422,20252446,1,,,,,,
574136,2,516389,20252446,15,,,,,,
493469,1,574136,11258694,1,0,4,31.0547,-36.9256,-1.6001,-161.631
574136,1,525053,11258694,1,4,3,-1.6001,-161.631,-24.0786,-110.887
585412,1,574136,6753939,1,5,4,20.3737,153.954,-1.6001,-161.631
574136,3,569215,6753939,206,,,,,,
511642,0,574136,25935619,1,,,,,,
574136,1,473713,25935619,1,4,2,-1.6001,-161.631,-22.3124,89.9124
539800,0,574136,6176935,1,,,,,,
574136,1,535740,6176935,1,4,5,-1.6001,-161.631,23.0477,156.312
574136,2,516389,6176935,840,,,,,,
469862,0,574136,5112056,1,,,,,,
574136,1,570441,5112056,1,4,5,-1.6001,-161.631,22.9599,153.769
501571,1,574136,19359869,1,0,4,29.6601,-38.4619,-1.6001,-161.631
458807,1,574136,8662334,1,4,4,-3.06077,-165.743,-1.6001,-161.631
458807,1,574136,25249887,1,4,4,-3.06077,-165.743,-1.6001,-161.631
574136,1,539228,25249887,1,4,2,-1.6001,-161.631,-25.7643,90.3548
557587,0,574136,10035769,1,,,,,,
574136,1,500520,10035769,1,4,1,-1.6001,-161.631,-29.1627,-11.6478
525557,1,574136,23848589,1,4,4,-2.1401,-162.659,-1.6001,-161.631
529740,0,574136,26707685,1,,,,,,
574136,1,599920,26707685,1,4,1,-1.6001,-161.631,-25.0893,-8.92537
511580,0,574136,6102095,1,,,,,,
511580,0,574136,7095625,1,,,,,,
574136,3,606218,7095625,3,,,,,,
574136,0,488629,7095625,1,,,,,,
597038,1,574136,25843010,1,1,4,-28.8126,-10.5784,-1.6001,-161.631
574136,3,628923,25843010,1,,,,,,
636044,0,574136,16620482,1,,,,,,
574136,1,484733,16620482,1,4,0,-1.6001,-161.631,34.573,-44.0539
559234,1,574136,17415145,1,3,4,-25.0617,-111.24,-1.6001,-161.631
593577,0,574136,16616546,1,,,,,,
574136,1,538828,16616546,1,4,4,-1.6001,-161.631,0.818428,-165.61
478902,1,574136,19568211,1,3,4,-24.9253,-110.182,-1.6001,-161.631
574136,0,527963,19568211,1,,,,,,
584246,0,574136,20234164,1,,,,,,
574136,1,561169,20234164,1,4,2,-1.6001,-161.631,-22.0444,93.2622
535337,1,574136,28180334,1,3,4,-25.6812,-111.17,-1.6001,-161.631
574136,0,481847,28180334,1,,,,,,
574136,2,593195,28180334,506,,,,,,
566572,1,574136,4002834,1,4,4,1.16802,-166.338,-1.6001,-161.631
574136,1,650889,4002834,1,4,0,-1.6001,-161.631,35.3232,-42.58
582823,1,574136,1991785,1,3,4,-24.3032,-111.649,-1.6001,-161.631
574136,1,620791,1991785,1,4,4,-1.6001,-161.631,0.32756,-167.851
574136,2,657187,1991785,633,,,,,,
574136,1,620791,24131341,1,4,4,-1.6001,-161.631,0.32756,-167.851
458381,1,574136,29900330,1,4,4,0.819116,-163,-1.6001,-161.631
574136,1,485339,29900330,1,4,2,-1.6001,-161.631,-19.374,92.8952
574136,2,593195,29900330,18,,,,,,
601557,0,574136,274353,1,,,,,,
574136,3,492532,274353,1250,,,,,,
574136,0,477090,274353,1,,,,,,
647959,1,574136,18866894,1,1,4,-31.5273,-13.0123,-1.6001,-161.631
574136,3,565579,18866894,1,,,,,,
580440,0,574136,7439446,1,,,,,,
545178,0,574136,23266820,1,,,,,,
574136,1,621823,23266820,1,4,2,-1.6001,-161.631,-22.5113,90.2534
574136,2,516389,23266820,30,,,,,,
579862,1,574136,2349604,1,4,4,0.458768,-166.268,-1.6001,-161.631
574136,3,457982,2349604,79,,,,,,
628845,1,574136,17122356,1,5,4,24.4526,153.36,-1.6001,-161.631
634415,0,574136,24808536,1,,,,,,
574136,3,576493,24808536,1159,,,,,,
574136,1,470438,24808536,1,4,0,-1.6001,-161.631,30.9359,-46.9709
631173,0,574136,26633878,1,,,,,,
574136,1,561819,26633878,1,4,1,-1.6001,-161.631,-27.4766,-14.6148
600539,0,574136,8152233,1,,,,,,
574136,0,522368,8152233,1,,,,,,
631594,0,574136,16937692,1,,,,,,
608849,1,574136,24084756,1,4,4,5.57058,-161.249,-1.6001,-161.631
574136,1,528604,24084756,1,4,5,-1.6001,-161.631,24.5296,156.259
574136,1,561245,13712796,1,4,0,-1.6001,-161.631,27.5202,-45.4208
541386,1,574136,5909901,1,0,4,30.0267,-40.777,-1.6001,-161.631
522556,1,574136,24751568,1,5,4,21.2001,153.716,-1.6001,-161.631
574136,1,565768,24751568,1,4,3,-1.6001,-161.631,-24.9382,-111.887
588432,1,574136,29814652,1,4,4,-0.907002,-166.918,-1.6001,-161.631
574136,0,480025,29814652,1,,,,,,
574136,2,593195,29814652,17,,,,,,
583006,1,574136,23084423,1,5,4,20.157,158.897,-1.6001,-161.631
574136,0,484606,23084423,1,,,,,,
492156,1,574136,30880098,1,2,4,-18.2842,92.9286,-1.6001,-161.631
457210,1,574136,25061909,1,2,4,-21.1992,89.8124,-1.6001,-161.631
471522,0,574136,25061909,1,,,,,,
597072,1,574136,2610512,1,3,4,-24.3271,-111.141,-1.6001,-161.631
574136,1,571162,2610512,1,4,2,-1.6001,-161.631,-22.5978,88.2959
487349,1,574136,1139090,1,3,4,-24.959,-112.07,-1.6001,-161.631
574136,1,534382,1139090,1,4,4,-1.6001,-161.631,1.97736,-167.003
574136,1,556366,4085888,1,4,5,-1.6001,-161.631,20.965,154.321
652820,1,574136,16341643,1,0,4,34.8053,-41.7357,-1.6001,-161.631
507900,0,574136,440862,1,,,,,,
574136,0,638347,440862,1,,,,,,
611041,0,574136,1961315,1,,,,,,
574136,1,608913,1961315,1,4,3,-1.6001,-161.631,-24.9809,-110.229
565571,1,574136,10978274,1,3,4,-25.2833,-111.344,-1.6001,-161.631
574136,1,643256,18157845,1,4,1,-1.6001,-161.631,-26.6583,-13.3109
546766,0,574136,30846769,1,,,,,,
574136,1,632434,30846769,1,4,4,-1.6001,-161.631,7.75908,-169.155
635770,0,574136,29497388,1,,,,,,
574136,1,498365,29497388,1,4,4,-1.6001,-161.631,0.669289,-168.279
458527,0,574136,27650973,1,,,,,,
574136,0,621702,27650973,1,,,,,,
519358,1,574136,532333,1,3,4,-25.0269,-111.149,-1.6001,-161.631
574136,1,596323,532333,1,4,4,-1.6001,-161.631,-1.38879,-162.786
516329,0,574136,1595769,1,,,,,,
574136,0,557081,1595769,1,,,,,,
646380,0,574136,26183077,1,,,,,,
574136,1,653982,26183077,1,4,4,-1.6001,-161.631,-0.780139,-160.355
465007,0,574136,15123945,1,,,,,,
574136,1,546555,15123945,1,4,5,-1.6001,-161.631,22.6559,154.659
589329,1,574136,16081942,1,3,4,-25.5527,-111.09,-1.6001,-161.631
574136,0,529784,16081942,1,,,,,,
495877,1,574136,3110414,1,5,4,20.1855,151.373,-1.6001,-161.631
588990,1,574136,8054456,1,3,4,-24.6671,-111.635,-1.6001,-161.631
574136,0,616692,8054456,1,,,,,,
596193,1,574136,13514056,1,2,4,-17.1099,90.7971,-1.6001,-161.631
574136,1,594046,13514056,1,4,4,-1.6001,-161.631,7.24044,-164.701
610896,1,574136,13656016,1,5,4,23.2803,154.382,-1.6001,-161.631
574136,1,506238,13656016,1,4,0,-1.6001,-161.631,28.3607,-35.4062
614999,1,574136,10034955,1,4,4,5.2342,-173.258,-1.6001,-161.631
574136,1,575863,10034955,1,4,4,-1.6001,-161.631,0.25055,-169.811
468976,1,574136,28870210,1,2,4,-24.1769,89.1728,-1.6001,-161.631
574136,0,588876,28870210,1,,,,,,
459302,0,574136,8908237,1,,,,,,
574136,3,520837,8908237,457,,,,,,
574136,1,573802,8908237,1,4,5,-1.6001,-161.631,23.8909,154.511
527079,0,574136,12998192,1,,,,,,
574136,0,537610,12998192,1,,,,,,
504817,0,574136,25056016,1,,,,,,
574136,0,466698,25056016,1,,,,,,
559559,1,574136,9550232,1,1,4,-29.7401,-13.7413,-1.6001,-161.631
574136,0,592031,9550232,1,,,,,,
559427,1,574136,12197551,1,3,4,-24.5113,-110.863,-1.6001,-161.631
552274,1,574136,2820244,1,2,4,-19.1715,92.5432,-1.6001,-161.631
574136,0,635600,2820244,1,,,,,,
579356,0,574136,18058019,1,,,,,,
574136,1,606177,18058019,1,4,5,-1.6001,-161.631,20.523,154.889
604186,1,574136,12962667,1,2,4,-20.6912,88.7939,-1.6001,-161.631
571035,1,574136,3898276,1,0,4,34.5708,-44.5454,-1.6001,-161.631
519909,0,574136,18321366,1,,,,,,
574136,1,499263,18321366,1,4,5,-1.6001,-161.631,18.8826,155.105
565909,0,574136,130900,1,,,,,,
574136,1,630177,130900,1,4,3,-1.6001,-161.631,-25.3348,-110.453
518911,0,574136,11349383,1,,,,,,
574136,0,584321,11349383,1,,,,,,
518144,0,574136,22223567,1,,,,,,
574136,0,525821,22223567,1,,,,,,
498380,0,574136,13827282,1,,,,,,
574136,0,480444,13827282,1,,,,,,
650939,1,574136,28265039,1,4,4,4.12373,-166.297,-1.6001,-161.631
574136,1,617101,12800890,1,4,0,-1.6001,-161.631,29.5643,-43.4711
588069,1,574136,14011231,1,4,4,1.26866,-164.463,-1.6001,-161.631
538083,1,574136,24077570,1,0,4,33.2754,-43.1505,-1.6001,-161.631
578707,0,574136,11864168,1,,,,,,
574136,1,643151,11864168,1,4,1,-1.6001,-161.631,-29.5147,-16.3034
574136,2,516389,11864168,494,,,,,,
468127,1,574136,7098277,1,1,4,-29.7471,-13.0579,-1.6001,-161.631
574136,1,478391,7098277,1,4,3,-1.6001,-161.631,-25.2103,-110.479
636115,0,574136,8406751,1,,,,,,
574136,1,622819,8406751,1,4,0,-1.6001,-161.631,35.9132,-42.2777
610391,0,574136,26703850,1,,,,,,
574136,1,542916,26703850,1,4,2,-1.6001,-161.631,-18.7099,90.7964
610177,0,574136,18586316,1,,,,,,
574136,0,477202,18586316,1,,,,,,
516259,1,574136,5383834,1,0,4,37.5327,-40.9442,-1.6001,-161.631
485469,1,574136,19199571,1,4,4,-1.74666,-172.533,-1.6001,-161.631
574136,0,459593,19199571,1,,,,,,
518173,0,574136,28858401,1,,,,,,
574136,1,512825,28858401,1,4,2,-1.6001,-161.631,-21.8925,90.2038
528986,0,574136,9807717,1,,,,,,
574136,1,461095,9807717,1,4,4,-1.6001,-161.631,-3.49627,-163.813
492609,0,574136,3463566,1,,,,,,
526848,0,574136,25682446,1,,,,,,
574136,0,619103,25682446,1,,,,,,
561301,1,574136,28296032,1,4,4,-0.157025,-162.681,-1.6001,-161.631
620085,0,574136,21262519,1,,,,,,
574136,1,508656,21262519,1,4,4,-1.6001,-161.631,3.98567,-168.148
632432,1,574136,23166915,1,0,4,32.5003,-42.4603,-1.6001,-161.631
546619,0,574136,20164914,1,,,,,,
521471,1,574136,22908532,1,0,4,36.8543,-38.5242,-1.6001,-161.631
574136,0,476057,22908532,1,,,,,,
653440,0,574136,2607966,1,,,,,,
574136,1,526158,2607966,1,4,0,-1.6001,-161.631,36.0901,-43.9339
646371,1,574136,5392465,1,4,4,4.51816,-164.925,-1.6001,-161.631
486380,0,574136,10568671,1,,,,,,
574136,1,510199,10568671,1,4,1,-1.6001,-161.631,-31.0046,-12.42
574136,2,593195,10568671,391,,,,,,
503388,0,574136,24038979,1,,,,,,
574136,1,657039,24038979,1,4,2,-1.6001,-161.631,-21.3011,92.2892
514661,0,574136,21947624,1,,,,,,
574136,0,549785,21947624,1,,,,,,
476051,1,574136,20915523,1,4,4,-0.168902,-170.453,-1.6001,-161.631
574136,0,526215,20915523,1,,,,,,
581327,0,574136,1225209,1,,,,,,
574136,0,458172,1225209,1,,,,,,
527665,1,574136,25249366,1,4,4,1.88941,-167.751,-1.6001,-161.631
565818,0,574136,4887641,1,,,,,,
574136,1,594862,4887641,1,4,4,-1.6001,-161.631,-2.18057,-169.031
610224,0,574136,5445615,1,,,,,,
574136,1,478350,5445615,1,4,1,-1.6001,-161.631,-27.2446,-10.9473
546540,0,574136,3238927,1,,,,,,
474402,0,574136,28945466,1,,,,,,
574136,1,593554,28945466,1,4,2,-1.6001,-161.631,-22.273,86.8294
508433,1,574136,21357040,1,0,4,39.4788,-42.3849,-1.6001,-161.631
542656,0,574136,4351370,1,,,,,,
574136,1,536937,4351370,1,4,2,-1.6001,-161.631,-22.7344,90.9599
533961,1,574136,16551045,1,0,4,36.569,-39.0624,-1.6001,-161.631
580621,1,574136,31213964,1,2,4,-21.4214,89.6949,-1.6001,-161.631
574136,0,457395,31213964,1,,,,,,
457095,1,574136,6937239,1,4,4,7.58388,-162.028,-1.6001,-161.631
574136,0,633736,6937239,1,,,,,,
479291,1,574136,20492442,1,5,4,23.5783,156.102,-1.6001,-161.631
652535,0,574136,1055169,1,,,,,,
574136,1,518115,1055169,1,4,3,-1.6001,-161.631,-24.7002,-110.988
512463,1,574136,19993699,1,3,4,-23.7578,-111.727,-1.6001,-161.631
574136,1,508719,19993699,1,4,3,-1.6001,-161.631,-26.1677,-111.165
602415,1,574136,16621925,1,4,4,-3.52558,-168.355,-1.6001,-161.631
574136,3,641131,16621925,86,,,,,,
574136,1,636335,16621925,1,4,5,-1.6001,-161.631,20.2413,154.812
536204,0,574136,18679619,1,,,,,,
574136,0,496700,18679619,1,,,,,,
574136,2,593195,18679619,1037,,,,,,
561920,0,574136,9042358,1,,,,,,
574136,0,515175,9042358,1,,,,,,
616321,0,574136,30707721,1,,,,,,
514946,1,574136,14365535,1,5,4,21.0011,157.015,-1.6001,-161.631
472152,1,574136,15727725,1,3,4,-24.812,-111.865,-1.6001,-161.631
652137,0,574136,2526505,1,,,,,,
642001,1,574136,10456947,1,3,4,-24.4104,-111.018,-1.6001,-161.631
574136,3,467175,10456947,1020,,,,,,
574136,0,657637,10456947,1,,,,,,
624886,1,574136,15553012,1,4,4,0.43437,-162.367,-1.6001,-161.631
574136,1,470924,15553012,1,4,4,-1.6001,-161.631,6.30888,-165.495
535607,0,574136,15466721,1,,,,,,
574136,0,457013,15466721,1,,,,,,
646733,0,574136,8305257,1,,,,,,
574136,0,527220,8305257,1,,,,,,
503648,1,574136,924220,1,0,4,35.9838,-39.4095,-1.6001,-161.631
569812,1,574136,6741888,1,4,4,5.36263,-165.487,-1.6001,-161.631
574136,0,554060,6741888,1,,,,,,
574136,1,633655,8765280,1,4,1,-1.6001,-161.631,-31.4743,-11.5075
628723,1,574136,14471712,1,0,4,38.7225,-46.8416,-1.6001,-161.631
524564,1,574136,17458616,1,5,4,20.3586,157.917,-1.6001,-161.631
545421,0,574136,10560532,1,,,,,,
574136,1,623847,10560532,1,4,4,-1.6001,-161.631,3.19359,-159.81
513818,1,574136,11866446,1,1,4,-26.1243,-12.1201,-1.6001,-161.631
493700,1,574136,14370168,1,1,4,-30.6036,-7.63321,-1.6001,-161.631
574136,1,513818,14370168,1,4,1,-1.6001,-161.631,-26.1243,-12.1201
557311,0,574136,16692019,1,,,,,,
574136,1,522433,16692019,1,4,5,-1.6001,-161.631,22.9026,156.059
600179,0,574136,25341163,1,,,,,,
574136,1,592253,25341163,1,4,5,-1.6001,-161.631,23.6769,159.34
494987,1,574136,7194250,1,4,4,2.05373,-166.506,-1.6001,-161.631
478130,1,574136,6829683,1,4,4,-0.255667,-161.325,-1.6001,-161.631
574136,1,541211,6829683,1,4,0,-1.6001,-161.631,33.7462,-41.0618
654905,1,574136,19197726,1,4,4,1.42752,-167.602,-1.6001,-161.631
554656,0,574136,20856478,1,,,,,,
613408,1,574136,25836032,1,2,4,-20.8801,92.2697,-1.6001,-161.631
574136,1,587205,25836032,1,4,0,-1.6001,-161.631,29.9824,-35.4965
483429,1,574136,16780923,1,4,4,-0.86517,-163.184,-1.6001,-161.631
648915,0,574136,16084122,1,,,,,,
574136,0,641128,16084122,1,,,,,,
590427,1,574136,22655551,1,0,4,34.5155,-42.3234,-1.6001,-161.631
574136,1,562557,22655551,1,4,0,-1.6001,-161.631,38.3054,-40.3283
536277,0,574136,6495172,1,,,,,,
574136,0,468811,6495172,1,,,,,,
574136,1,612492,29903078,1,4,3,-1.6001,-161.631,-25.0262,-110.657
604705,1,574136,11325438,1,4,4,6.89422,-163.087,-1.6001,-161.631
574742,1,574136,12472434,1,5,4,17.7607,157.804,-1.6001,-161.631
593045,0,574136,11356201,1,,,,,,
574136,1,544693,11356201,1,4,0,-1.6001,-161.631,38.673,-40.9988
539029,1,574136,23251855,1,2,4,-20.2248,89.4535,-1.6001,-161.631
657533,1,574136,16004622,1,3,4,-25.1942,-110.701,-1.6001,-161.631
574136,1,557481,16004622,1,4,3,-1.6001,-161.631,-24.2404,-109.432
492822,1,574136,5253333,1,2,4,-25.0457,95.0766,-1.6001,-161.631
518777,0,574136,5114144,1,,,,,,
574136,0,568199,5114144,1,,,,,,
569682,1,574136,17971975,1,1,4,-28.6459,-13.7026,-1.6001,-161.631
574136,1,643846,17971975,1,4,3,-1.6001,-161.631,-24.8013,-110.364
523650,1,574136,28891239,1,0,4,35.4406,-41.236,-1.6001,-161.631
574136,3,479918,28891239,54,,,,,,
574136,1,619426,28891239,1,4,1,-1.6001,-161.631,-27.4278,-12.4069
