Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
465820,0,600971,13910428,1,,,,,,
600971,0,481910,13910428,1,,,,,,
533887,0,600971,2077516,1,,,,,,
600971,0,597473,2077516,1,,,,,,
601028,0,600971,16089626,1,,,,,,
600971,1,514981,16089626,1,0,4,37.5294,-41.5884,3.01286,-162.591
476094,0,600971,24806215,1,,,,,,
600971,1,460865,24806215,1,0,4,37.5294,-41.5884,3.43396,-166.868
512867,1,600971,5371244,1,2,0,-24.8849,88.1641,37.5294,-41.5884
600971,1,593940,5371244,1,0,3,37.5294,-41.5884,-25.0608,-110.611
579468,1,600971,21611459,1,3,0,-24.8081,-111.058,37.5294,-41.5884
600971,1,645047,21611459,1,0,4,37.5294,-41.5884,3.10461,-158.62
535286,0,600971,19034459,1,,,,,,
600971,1,501694,19034459,1,0,4,37.5294,-41.5884,1.13242,-167.993
600971,1,481994,3752211,1,0,1,37.5294,-41.5884,-25.692,-13.7927
571682,0,600971,21443194,1,,,,,,
606011,0,600971,31137579,1,,,,,,
600971,1,526618,31137579,1,0,3,37.5294,-41.5884,-25.6331,-110.466
573678,1,600971,22206615,1,4,0,-2.32133,-164.458,37.5294,-41.5884
600971,1,512173,22206615,1,0,3,37.5294,-41.5884,-24.222,-110.594
468160,0,600971,13070849,1,,,,,,
600971,0,473838,13070849,1,,,,,,
600971,1,647959,1696325,1,0,1,37.5294,-41.5884,-31.5273,-13.0123
561819,0,600971,25765565,1,,,,,,
600971,0,570256,25765565,1,,,,,,
619277,1,600971,29207569,1,1,0,-28.6004,-15.7954,37.5294,-41.5884
462418,0,600971,15332810,1,,,,,,
600971,1,629905,15332810,1,0,4,37.5294,-41.5884,1.89019,-169.069
600971,1,523586,21920454,1,0,3,37.5294,-41.5884,-25.4245,-111.509
460690,1,600971,14603210,1,5,0,25.3293,157.064,37.5294,-41.5884
507507,0,600971,22673568,1,,,,,,
600971,0,492205,22673568,1,,,,,,
576640,1,600971,27998910,1,2,0,-20.5806,92.5726,37.5294,-41.5884
600971,1,568224,27998910,1,0,1,37.5294,-41.5884,-29.6954,-10.4941
529612,1,600971,30376619,1,1,0,-27.1007,-7.97667,37.5294,-41.5884
504817,1,600971,13051810,1,0,0,23.3388,-46.1471,37.5294,-41.5884
586532,0,600971,11513098,1,,,,,,
501121,0,600971,17484781,1,,,,,,
600971,0,536589,17484781,1,,,,,,
564804,1,600971,22053433,1,1,0,-30.8487,-12.8853,37.5294,-41.5884
600971,0,468865,22053433,1,,,,,,
600971,1,616864,18942523,1,0,5,37.5294,-41.5884,23.7289,157.597
572297,1,600971,23469535,1,0,0,39.598,-33.8601,37.5294,-41.5884
514428,0,600971,24830409,1,,,,,,
468800,0,600971,15034963,1,,,,,,
600971,0,571860,15034963,1,,,,,,
603113,1,600971,12273015,1,4,0,-5.9826,-161.811,37.5294,-41.5884
635914,0,600971,11864547,1,,,,,,
600971,1,641009,11864547,1,0,4,37.5294,-41.5884,8.69484,-171.593
600971,1,607751,26536069,1,0,1,37.5294,-41.5884,-28.9113,-13.7838
509879,0,600971,17844637,1,,,,,,
600971,1,627119,17844637,1,0,3,37.5294,-41.5884,-24.9142,-110.532
505835,0,600971,22646553,1,,,,,,
600971,1,569460,22646553,1,0,0,37.5294,-41.5884,23.2329,-38.9628
636737,0,600971,990475,1,,,,,,
468496,1,600971,22221332,1,1,0,-29.9768,-11.0864,37.5294,-41.5884
465118,0,600971,9691655,1,,,,,,
600971,0,579017,9691655,1,,,,,,
647626,0,600971,18950039,1,,,,,,
600971,1,590255,18950039,1,0,1,37.5294,-41.5884,-30.2673,-12.1962
523187,0,600971,28791364,1,,,,,,
465035,0,600971,20770212,1,,,,,,
464514,1,600971,23378793,1,0,0,32.7123,-41.0273,37.5294,-41.5884
600971,0,614757,23378793,1,,,,,,
642021,0,600971,26203812,1,,,,,,
600971,0,460615,26203812,1,,,,,,
547642,0,600971,20329488,1,,,,,,
600971,0,479949,20329488,1,,,,,,
504104,1,600971,520581,1,4,0,0.209291,-163.453,37.5294,-41.5884
489025,0,600971,28528017,1,,,,,,
600971,1,641128,28528017,1,0,4,37.5294,-41.5884,-3.02496,-163.247
600971,0,485523,8056284,1,,,,,,
655531,0,600971,2596561,1,,,,,,
547849,1,600971,11076496,1,1,0,-29.0316,-14.9879,37.5294,-41.5884
578158,0,600971,8391058,1,,,,,,
600971,0,626174,8391058,1,,,,,,
465700,0,600971,24461436,1,,,,,,
600971,0,563293,24461436,1,,,,,,
648166,0,600971,13324379,1,,,,,,
580557,0,600971,27063412,1,,,,,,
600971,0,510324,27063412,1,,,,,,
540907,1,600971,17255217,1,5,0,23.9793,153.142,37.5294,-41.5884
611892,0,600971,1350034,1,,,,,,
575096,1,600971,31371878,1,0,0,30.6199,-38.9888,37.5294,-41.5884
600971,1,478225,31371878,1,0,5,37.5294,-41.5884,22.3712,158.091
588113,1,600971,8475912,1,4,0,-5.30283,-167.677,37.5294,-41.5884
600971,0,539846,8475912,1,,,,,,
587046,0,600971,3994592,1,,,,,,
600971,1,588773,3994592,1,0,2,37.5294,-41.5884,-18.8467,90.1872
600971,0,625455,10989656,1,,,,,,
617474,1,600971,5812569,1,0,0,34.5533,-43.6239,37.5294,-41.5884
484398,1,600971,25677054,1,0,0,35.7495,-48.6701,37.5294,-41.5884
600971,1,504949,25677054,1,0,4,37.5294,-41.5884,6.91589,-165.164
508194,1,600971,28170200,1,4,0,1.11285,-167.273,37.5294,-41.5884
600971,1,504949,28170200,1,0,4,37.5294,-41.5884,6.91589,-165.164
553864,1,600971,27907454,1,3,0,-24.6165,-110.582,37.5294,-41.5884
600971,0,509369,27907454,1,,,,,,
519278,1,600971,21438010,1,4,0,0.258636,-157.889,37.5294,-41.5884
600971,1,577681,21438010,1,0,3,37.5294,-41.5884,-25.8273,-110.335
619475,0,600971,26016050,1,,,,,,
600971,0,551287,26016050,1,,,,,,
526031,0,600971,25412446,1,,,,,,
480548,0,600971,28361653,1,,,,,,
600971,1,571471,28361653,1,0,5,37.5294,-41.5884,21.7176,153.965
632071,1,600971,30623382,1,0,0,28.94,-33.8453,37.5294,-41.5884
614644,0,600971,7279028,1,,,,,,
600971,1,630739,7279028,1,0,1,37.5294,-41.5884,-27.943,-13.9311
629502,1,600971,6832227,1,0,0,36.4147,-42.0857,37.5294,-41.5884
638682,1,600971,6080432,1,4,0,-2.06312,-163.199,37.5294,-41.5884
622921,0,600971,26547510,1,,,,,,
600971,1,511666,26547510,1,0,1,37.5294,-41.5884,-33.0491,-11.7748
476810,0,600971,26142964,1,,,,,,
600971,1,535085,26142964,1,0,3,37.5294,-41.5884,-25.0122,-111.597
620492,0,600971,4765295,1,,,,,,
600971,1,483723,4765295,1,0,4,37.5294,-41.5884,2.33999,-168.73
537339,0,600971,1342259,1,,,,,,
600971,0,635997,19452618,1,,,,,,
651586,1,600971,19276362,1,0,0,32.4803,-41.7305,37.5294,-41.5884
600971,1,633489,19276362,1,0,4,37.5294,-41.5884,-5.21478,-154.391
613301,0,600971,2959463,1,,,,,,
600971,1,591921,2959463,1,0,5,37.5294,-41.5884,20.8602,155.207
612231,0,600971,10386775,1,,,,,,
600971,0,478964,10386775,1,,,,,,
601592,0,600971,21712351,1,,,,,,
512371,1,600971,2899243,1,1,0,-24.4447,-12.5995,37.5294,-41.5884
555649,1,600971,22346919,1,0,0,30.689,-38.9485,37.5294,-41.5884
481437,1,600971,21516877,1,2,0,-23.7839,91.7496,37.5294,-41.5884
512005,1,600971,21516877,1,4,0,-1.28027,-164.863,37.5294,-41.5884
602684,1,600971,24907712,1,4,0,7.21467,-166.035,37.5294,-41.5884
600971,0,595882,24907712,1,,,,,,
570428,1,600971,18059554,1,1,0,-31.4162,-11.0894,37.5294,-41.5884
600971,1,556019,18059554,1,0,1,37.5294,-41.5884,-29.7813,-14.1673
488432,0,600971,25692503,1,,,,,,
559941,1,600971,15407438,1,3,0,-24.7918,-110.511,37.5294,-41.5884
600971,1,627927,17990979,1,0,1,37.5294,-41.5884,-30.3973,-12.2021
463747,0,600971,14438423,1,,,,,,
600971,1,494654,14438423,1,0,4,37.5294,-41.5884,-2.52049,-169.246
611860,0,600971,19443299,1,,,,,,
600971,0,466205,19443299,1,,,,,,
493524,1,600971,9160933,1,0,0,28.0192,-41.693,37.5294,-41.5884
516877,1,600971,6276283,1,5,0,17.7491,155.576,37.5294,-41.5884
601493,0,600971,31378514,1,,,,,,
482137,1,600971,22852548,1,5,0,19.1603,156.363,37.5294,-41.5884
600971,1,495302,22852548,1,0,4,37.5294,-41.5884,0.657712,-164.153
600971,1,550821,3728698,1,0,2,37.5294,-41.5884,-22.6288,92.1631
610474,1,600971,12533802,1,4,0,1.6546,-163.284,37.5294,-41.5884
600971,0,530941,12533802,1,,,,,,
603227,1,600971,20229127,1,3,0,-25.5145,-110.841,37.5294,-41.5884
600971,1,636457,20229127,1,0,4,37.5294,-41.5884,3.31909,-166.392
622118,1,600971,24293445,1,4,0,4.63909,-164.371,37.5294,-41.5884
484279,1,600971,17644554,1,0,0,30.2218,-36.3688,37.5294,-41.5884
600971,0,642035,17644554,1,,,,,,
587159,1,600971,104070,1,2,0,-19.7522,89.2425,37.5294,-41.5884
464931,1,600971,28772693,1,0,0,25.3544,-43.5646,37.5294,-41.5884
488860,1,600971,28772693,1,0,0,32.6889,-55.3935,37.5294,-41.5884
600971,1,476885,20141467,1,0,2,37.5294,-41.5884,-25.6082,89.6147
656826,0,600971,19880404,1,,,,,,
600971,0,627124,19880404,1,,,,,,
602922,1,600971,9595800,1,2,0,-20.5393,88.2613,37.5294,-41.5884
514271,1,600971,31379058,1,0,0,38.2864,-35.9535,37.5294,-41.5884
600971,1,478801,31379058,1,0,4,37.5294,-41.5884,-5.03641,-164.993
621729,0,600971,24841218,1,,,,,,
600971,1,562407,24841218,1,0,2,37.5294,-41.5884,-21.7968,87.3126
515803,1,600971,23519541,1,3,0,-24.8666,-110.482,37.5294,-41.5884
600971,0,593287,23519541,1,,,,,,
589543,0,600971,11750776,1,,,,,,
600971,1,540324,11750776,1,0,3,37.5294,-41.5884,-24.7375,-110.196
633759,0,600971,21258226,1,,,,,,
600971,1,511399,21258226,1,0,4,37.5294,-41.5884,4.37573,-162.945
514804,0,600971,19649347,1,,,,,,
600971,1,476918,19649347,1,0,1,37.5294,-41.5884,-29.8863,-13.3936
509037,0,600971,7539844,1,,,,,,
600971,0,486629,7539844,1,,,,,,
469265,0,600971,25347627,1,,,,,,
600971,1,645739,25347627,1,0,0,37.5294,-41.5884,24.6435,-38.2752
488961,1,600971,28954944,1,1,0,-30.7729,-11.756,37.5294,-41.5884
515753,1,600971,30165322,1,0,0,28.9257,-36.2472,37.5294,-41.5884
600971,1,515573,30165322,1,0,0,37.5294,-41.5884,33.196,-38.8377
625242,0,600971,3125900,1,,,,,,
600971,1,609632,3125900,1,0,0,37.5294,-41.5884,37.9495,-45.0732
502436,1,600971,25755009,1,1,0,-28.5645,-13.1263,37.5294,-41.5884
600971,0,636345,25755009,1,,,,,,
611151,0,600971,6490097,1,,,,,,
600971,0,516143,6490097,1,,,,,,
638825,0,600971,26895638,1,,,,,,
600971,0,469489,26895638,1,,,,,,
569684,0,600971,7619139,1,,,,,,
600971,1,485041,7619139,1,0,3,37.5294,-41.5884,-24.6023,-111.304
495901,1,600971,15311529,1,5,0,20.5789,157.11,37.5294,-41.5884
502371,1,600971,8417535,1,2,0,-22.9844,88.7931,37.5294,-41.5884
479145,0,600971,22435779,1,,,,,,
600971,1,480725,22435779,1,0,4,37.5294,-41.5884,0.880733,-165.582
604002,0,600971,22407027,1,,,,,,
600971,1,538081,22407027,1,0,0,37.5294,-41.5884,31.2533,-39.1401
595818,0,600971,3297528,1,,,,,,
600971,1,513601,3297528,1,0,4,37.5294,-41.5884,4.3912,-164.052
575961,0,600971,573515,1,,,,,,
600971,0,619761,573515,1,,,,,,
607372,0,600971,19907921,1,,,,,,
600971,0,639639,19907921,1,,,,,,
539991,0,600971,22560622,1,,,,,,
534937,1,600971,1149156,1,4,0,1.7483,-163.976,37.5294,-41.5884
592080,0,600971,123114,1,,,,,,
600971,1,642508,123114,1,0,2,37.5294,-41.5884,-19.7005,88.3433
621006,0,600971,31193533,1,,,,,,
600971,0,463524,31193533,1,,,,,,
605617,1,600971,14260220,1,1,0,-28.748,-14.0223,37.5294,-41.5884
600971,1,491184,14260220,1,0,3,37.5294,-41.5884,-24.0071,-110.976
632989,1,600971,18592333,1,4,0,-5.37518,-165.495,37.5294,-41.5884
598094,1,600971,18592333,1,3,0,-25.6828,-111.46,37.5294,-41.5884
635931,0,600971,11252475,1,,,,,,
505190,0,600971,19575009,1,,,,,,
600971,1,639799,19575009,1,0,4,37.5294,-41.5884,2.59474,-160.201
570408,0,600971,24659285,1,,,,,,
627348,1,600971,11103400,1,0,0,38.9319,-38.4515,37.5294,-41.5884
600971,0,526290,11103400,1,,,,,,
567239,0,600971,24996013,1,,,,,,
600971,1,618615,24996013,1,0,1,37.5294,-41.5884,-24.3182,-15.2991
600971,1,599694,8844720,1,0,0,37.5294,-41.5884,39.6716,-44.9258
512887,1,600971,4524347,1,0,0,32.9099,-41.9712,37.5294,-41.5884
600971,1,524685,4524347,1,0,2,37.5294,-41.5884,-21.7305,90.4289
586445,0,600971,23089121,1,,,,,,
600971,0,510009,23089121,1,,,,,,
538387,0,600971,30886383,1,,,,,,
600971,0,491054,30886383,1,,,,,,
617544,0,600971,14708190,1,,,,,,
600971,1,541869,6950938,1,0,4,37.5294,-41.5884,-0.843631,-175.835
592917,1,600971,22910041,1,0,0,35.1326,-43.1724,37.5294,-41.5884
600971,0,501230,22910041,1,,,,,,
637946,0,600971,12361960,1,,,,,,
600971,0,474446,12361960,1,,,,,,
595107,1,600971,13664934,1,1,0,-27.1989,-10.9256,37.5294,-41.5884
458413,0,600971,2696383,1,,,,,,
600971,1,542731,2696383,1,0,1,37.5294,-41.5884,-29.5299,-14.3046
600971,1,471267,24374900,1,0,4,37.5294,-41.5884,0.554292,-164.546
557310,1,600971,24491562,1,3,0,-24.8835,-110.436,37.5294,-41.5884
490760,1,600971,14689823,1,0,0,39.8792,-43.4704,37.5294,-41.5884
600971,1,626413,14689823,1,0,4,37.5294,-41.5884,2.1327,-166.123
468068,1,600971,25315943,1,2,0,-18.9162,88.1981,37.5294,-41.5884
500917,0,600971,31288353,1,,,,,,
600971,0,492798,31288353,1,,,,,,
573922,1,600971,692058,1,4,0,2.67175,-168.181,37.5294,-41.5884
633500,0,600971,20364013,1,,,,,,
600971,0,550321,20364013,1,,,,,,
631890,1,600971,9786018,1,0,0,36.2869,-38.4221,37.5294,-41.5884
600971,1,465922,9786018,1,0,0,37.5294,-41.5884,36.7245,-45.5108
529115,1,600971,21778609,1,4,0,-4.98205,-164.36,37.5294,-41.5884
600971,1,484318,21778609,1,0,2,37.5294,-41.5884,-23.6458,94.654
600971,1,554070,27657776,1,0,2,37.5294,-41.5884,-17.5452,93.916
631721,0,600971,18836406,1,,,,,,
600971,1,558933,18836406,1,0,2,37.5294,-41.5884,-21.6446,90.7167
628665,1,600971,8655134,1,0,0,35.864,-41.6572,37.5294,-41.5884
565592,1,600971,13057370,1,5,0,19.8549,155.788,37.5294,-41.5884
528099,0,600971,1514186,1,,,,,,
600971,1,528637,1514186,1,0,2,37.5294,-41.5884,-21.7409,93.4373
647317,0,600971,3948529,1,,,,,,
600971,1,482136,3948529,1,0,1,37.5294,-41.5884,-27.3971,-13.1935
635248,1,600971,961241,1,1,0,-25.5208,-11.4613,37.5294,-41.5884
600971,1,584936,961241,1,0,4,37.5294,-41.5884,0.553704,-173.981
466782,0,600971,25056044,1,,,,,,
600971,0,490816,25056044,1,,,,,,
472148,1,600971,6917439,1,5,0,23.4142,153.86,37.5294,-41.5884
522630,0,600971,25752261,1,,,,,,
600971,0,543441,25752261,1,,,,,,
478506,1,600971,9173989,1,3,0,-24.1988,-111.381,37.5294,-41.5884
647881,1,600971,16715109,1,4,0,5.08608,-160.051,37.5294,-41.5884
496946,1,600971,7643002,1,4,0,2.99364,-168.272,37.5294,-41.5884
600971,1,654588,7643002,1,0,0,37.5294,-41.5884,43.606,-37.819
597287,0,600971,10974145,1,,,,,,
600971,1,512812,10974145,1,0,0,37.5294,-41.5884,36.0954,-46.3815
600971,1,578547,30679481,1,0,2,37.5294,-41.5884,-23.1008,90.3306
496934,0,600971,23943853,1,,,,,,
600971,1,614722,23943853,1,0,1,37.5294,-41.5884,-28.2452,-16.3746
568708,1,600971,22908437,1,1,0,-32.1981,-12.6802,37.5294,-41.5884
600971,1,539062,22908437,1,0,0,37.5294,-41.5884,33.3194,-35.9046
458818,0,600971,29229167,1,,,,,,
484433,0,600971,29989423,1,,,,,,
601219,1,600971,28625485,1,0,0,28.1262,-38.0468,37.5294,-41.5884
629256,1,600971,28861428,1,3,0,-24.9554,-110.814,37.5294,-41.5884
523711,0,600971,15907511,1,,,,,,
600971,1,622691,15907511,1,0,2,37.5294,-41.5884,-20.8176,90.8063
467465,0,600971,11690919,1,,,,,,
600971,1,570313,11690919,1,0,4,37.5294,-41.5884,-1.79815,-164.546
545557,1,600971,30154696,1,0,0,32.7749,-44.1704,37.5294,-41.5884
473769,1,600971,12541501,1,5,0,25.0406,154.116,37.5294,-41.5884
600971,1,616650,12541501,1,0,1,37.5294,-41.5884,-28.7801,-12.0206
600809,1,600971,21350434,1,0,0,42.9811,-40.6579,37.5294,-41.5884
497906,0,600971,12659698,1,,,,,,
564516,0,600971,12659698,1,,,,,,
607082,0,600971,13694903,1,,,,,,
600971,0,583023,13694903,1,,,,,,
644338,1,600971,25229546,1,1,0,-31.4854,-12.0697,37.5294,-41.5884
520829,1,600971,17991763,1,1,0,-19.4704,-12.3362,37.5294,-41.5884
519194,0,600971,28433439,1,,,,,,
600971,1,557081,28433439,1,0,1,37.5294,-41.5884,-29.321,-13.9054
559383,0,600971,26893129,1,,,,,,
600971,1,501970,26893129,1,0,0,37.5294,-41.5884,27.2915,-36.1312
644881,0,600971,12658932,1,,,,,,
600971,1,460225,12658932,1,0,2,37.5294,-41.5884,-21.0074,86.2238
465324,1,600971,9255611,1,2,0,-19.8726,89.1098,37.5294,-41.5884
584792,1,600971,7902990,1,4,0,-3.98167,-165.188,37.5294,-41.5884
482857,0,600971,25085665,1,,,,,,
600971,1,486554,25085665,1,0,4,37.5294,-41.5884,9.0762,-164.191
535035,1,600971,28518517,1,5,0,20.655,156.726,37.5294,-41.5884
600971,1,483953,28518517,1,0,2,37.5294,-41.5884,-23.6369,91.7173
537762,1,600971,22464752,1,3,0,-25.7444,-110.833,37.5294,-41.5884
600971,1,625078,22464752,1,0,1,37.5294,-41.5884,-32.1451,-15.8255
536937,0,600971,20306151,1,,,,,,
600971,1,471136,20306151,1,0,1,37.5294,-41.5884,-26.9699,-11.0511
476832,1,600971,22901436,1,4,0,-1.73401,-164.756,37.5294,-41.5884
622899,0,600971,13579972,1,,,,,,
600971,1,525560,13579972,1,0,2,37.5294,-41.5884,-23.4429,89.5042
649569,1,600971,24817723,1,2,0,-19.3816,88.8995,37.5294,-41.5884
600971,1,566714,24817723,1,0,2,37.5294,-41.5884,-22.7688,91.7637
513936,0,600971,22737804,1,,,,,,
600971,1,570970,22737804,1,0,1,37.5294,-41.5884,-28.1815,-10.0757
529765,1,600971,3356300,1,3,0,-24.9399,-110.911,37.5294,-41.5884
600971,1,555611,3356300,1,0,4,37.5294,-41.5884,-1.98395,-163.689
518344,0,600971,25506416,1,,,,,,
600971,1,640181,25506416,1,0,2,37.5294,-41.5884,-22.6102,91.8795
564821,0,600971,29986979,1,,,,,,
600971,1,554380,29986979,1,0,4,37.5294,-41.5884,2.94942,-163.616
549193,0,600971,14694749,1,,,,,,
600971,1,604199,14694749,1,0,5,37.5294,-41.5884,23.858,159.547
472282,1,600971,4590478,1,0,0,22.5077,-34.0336,37.5294,-41.5884
605396,0,600971,23156921,1,,,,,,
620528,0,600971,7607111,1,,,,,,
600971,0,580031,7607111,1,,,,,,
623293,1,600971,9779956,1,5,0,23.0494,157.658,37.5294,-41.5884
639008,1,600971,10031554,1,5,0,20.7592,150.785,37.5294,-41.5884
600971,1,582930,10031554,1,0,3,37.5294,-41.5884,-25.315,-111.429
570906,0,600971,26967621,1,,,,,,
600971,1,503692,26967621,1,0,4,37.5294,-41.5884,-1.44645,-166.094
534167,0,600971,23328739,1,,,,,,
512931,0,600971,27134686,1,,,,,,
600971,1,528949,27134686,1,0,0,37.5294,-41.5884,39.0864,-32.4287
654333,1,600971,27919139,1,4,0,-2.69292,-166.948,37.5294,-41.5884
549639,1,600971,27919139,1,2,0,-18.4626,89.9648,37.5294,-41.5884
538565,1,600971,20942699,1,2,0,-20.6945,88.3284,37.5294,-41.5884
493259,0,600971,18883226,1,,,,,,
600971,1,457311,18883226,1,0,5,37.5294,-41.5884,18.2706,152.817
566013,0,600971,3157239,1,,,,,,
600971,1,606213,3157239,1,0,4,37.5294,-41.5884,2.47971,-168.683
482417,1,600971,8408137,1,4,0,-1.38965,-164.687,37.5294,-41.5884
518642,1,600971,7437252,1,3,0,-24.9752,-110.589,37.5294,-41.5884
490517,0,600971,22080042,1,,,,,,
600971,1,487708,22080042,1,0,3,37.5294,-41.5884,-25.6293,-111.245
574135,1,600971,29641482,1,2,0,-23.8968,91.2925,37.5294,-41.5884
610189,1,600971,1799869,1,3,0,-24.5217,-111.361,37.5294,-41.5884
600971,0,557033,1799869,1,,,,,,
629517,1,600971,12907302,1,0,0,30.9622,-36.2169,37.5294,-41.5884
482211,1,600971,25767813,1,4,0,-4.55753,-164.16,37.5294,-41.5884
600971,1,539167,25767813,1,0,2,37.5294,-41.5884,-20.858,91.0987
593212,0,600971,14969093,1,,,,,,
600971,0,475235,14969093,1,,,,,,
594368,1,600971,22732575,1,0,0,33.7946,-39.9782,37.5294,-41.5884
582549,1,600971,10312230,1,1,0,-26.7696,-15.83,37.5294,-41.5884
600971,0,542296,10312230,1,,,,,,
533962,1,600971,29583275,1,1,0,-27.0854,-16.4609,37.5294,-41.5884
635463,0,600971,11161841,1,,,,,,
600971,1,575593,11161841,1,0,4,37.5294,-41.5884,4.1537,-165.172
498560,0,600971,19532881,1,,,,,,
600971,1,542727,19532881,1,0,4,37.5294,-41.5884,6.94115,-162.658
571229,0,600971,22335607,1,,,,,,
600971,0,641910,22335607,1,,,,,,
636673,1,600971,28432677,1,2,0,-18.1877,91.2842,37.5294,-41.5884
600971,0,512802,28432677,1,,,,,,
541357,0,600971,17727638,1,,,,,,
480177,1,600971,1501572,1,4,0,-1.69526,-160.04,37.5294,-41.5884
640026,1,600971,20848620,1,0,0,34.5681,-43.0825,37.5294,-41.5884
563422,0,600971,17540448,1,,,,,,
600971,1,501383,17540448,1,0,0,37.5294,-41.5884,31.0783,-37.842
560187,1,600971,27152327,1,2,0,-23.0645,88.7167,37.5294,-41.5884
600971,1,607968,27152327,1,0,3,37.5294,-41.5884,-24.9869,-111.499
638875,0,600971,8478729,1,,,,,,
600971,1,635846,8478729,1,0,4,37.5294,-41.5884,3.4732,-165.707
611031,0,600971,2008080,1,,,,,,
600971,1,608686,2008080,1,0,4,37.5294,-41.5884,-2.02381,-160.934
578922,1,600971,5324438,1,3,0,-25.4508,-110.795,37.5294,-41.5884
600971,1,612150,5324438,1,0,3,37.5294,-41.5884,-25.3423,-110.643
473068,1,600971,5980094,1,4,0,3.01133,-166.34,37.5294,-41.5884
600971,1,528700,5980094,1,0,4,37.5294,-41.5884,-8.42547,-167.378
649166,0,600971,13067034,1,,,,,,
600971,1,613450,13067034,1,0,4,37.5294,-41.5884,-3.72843,-164.491
518321,1,600971,5905475,1,4,0,7.03831,-164.103,37.5294,-41.5884
566689,0,600971,1217783,1,,,,,,
600971,0,496469,1217783,1,,,,,,
569964,0,600971,17144658,1,,,,,,
600971,1,608261,17144658,1,0,3,37.5294,-41.5884,-25.1336,-111.181
553184,1,600971,14449964,1,0,0,32.4627,-40.2298,37.5294,-41.5884
580309,0,600971,24460245,1,,,,,,
600971,1,499134,24460245,1,0,1,37.5294,-41.5884,-25.7536,-17.932
650915,1,600971,21610929,1,1,0,-28.196,-11.6773,37.5294,-41.5884
600971,1,470784,21610929,1,0,0,37.5294,-41.5884,29.5837,-41.4059
470784,1,600971,23011210,1,0,0,29.5837,-41.4059,37.5294,-41.5884
502530,1,600971,3933298,1,1,0,-34.2708,-11.7538,37.5294,-41.5884
600971,0,524982,3933298,1,,,,,,
654245,1,600971,8077234,1,3,0,-25.7185,-110.29,37.5294,-41.5884
